,0,1,2,3,4,5,6,7,8,9,10
0,0.22876317053581466,0.8300702622879572,0.6956284683335201,0.12739049807019814,0.45353288697579336,0.0706756549484845,0.12985670162309565,0.005457545525566331,0.11850710137484086,0.04496269271333955,0.7256346391341515
1,0.22876317053581466,0.8300702622879572,0.6199996115353587,0.10007423563239963,0.3812508830685412,0.0706756549484845,0.13222869410469362,0.00396722875926233,0.13086825730281573,0.11769365908498883,0.7876455286548426
2,0.19485266336446033,0.25350975933424735,0.9490145603750061,0.03108976843212108,0.5555196886533288,0.0706756549484845,0.8235817890993695,0.007737764861656509,0.6115218320041993,0.10261440645358663,0.7256346391341515
3,0.0,0.4481339981069467,0.7221290714063844,0.3286502376712974,0.4382685715034818,0.24604454094056474,0.14706583282822194,0.06996137764393628,0.19807460223634715,0.14229952353367858,0.6720371493308621
4,0.9929672890499875,0.20896682528516597,0.6917159988422504,0.037726050119895854,0.3455557372302277,0.09544119248071933,0.12725814184456258,0.008045559518742943,0.5015221793702342,0.04496269271333955,0.5601830215694859
5,0.23613485695232733,0.20896682528516597,0.7887032385201824,0.040237759535262006,0.371871304556558,0.1979419030776357,0.12233140759975962,0.005457545525566331,0.18489873090478878,0.04959896220075625,0.7111986823605244
6,0.36204443611394976,0.20896682528516597,0.5669029113328959,0.037726050119895854,0.4039845556907125,0.0706756549484845,0.16785753075370125,0.09687005946349059,0.562161473541021,0.05898350532874522,0.7451623171666918
7,0.23408333721914382,0.2261874140213712,0.916968540077105,0.048098565396508405,0.5132747759063795,0.0706756549484845,0.20401851269624355,0.025050980630758925,0.201144708774399,0.07909156477137898,0.7256346391341515
8,0.23613485695232733,0.20896682528516597,0.7887032385201824,0.037726050119895854,0.3347089249595063,0.11343276332273808,0.38757305794968133,0.019665435173846897,0.2851775262889139,0.017539424554227426,0.6461443437904193
9,0.9929672890499875,0.18404098367127947,0.7710325976094137,0.037726050119895854,0.595350621097412,0.0706756549484845,0.12233140759975962,0.005457545525566331,0.1499603720607995,0.14781044985258637,0.5535037941409386
